Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,exponential,0.1,40,52,RESHIMAX,455.34999999999997,4, 7, 0, 4, 3, 2, 1, 0, 0, 2, 5, 3, 0, 2, 2, 8, 8, 11, 2, 5, 6, 0, 2, 0, 3, 7, 11,{c5.2xlarge=4; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=5; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=8; m5zn.xlarge=11; r5.2xlarge=2; r5.large=5; r5.xlarge=6; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=11}
chipseq,exponential,0.1,40,52,RESHIFCFS,458.27,6, 6, 0, 5, 3, 2, 1, 0, 0, 1, 2, 2, 0, 1, 2, 9, 18, 12, 2, 3, 3, 0, 1, 0, 2, 10, 7,{c5.2xlarge=6; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=18; m5zn.xlarge=12; r5.2xlarge=2; r5.large=3; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=10; z1d.xlarge=7}
chipseq,exponential,0.1,40,53,MINMIN,404.9799999999999,5, 5, 0, 5, 4, 2, 1, 0, 0, 1, 2, 2, 0, 1, 3, 11, 13, 14, 2, 4, 4, 1, 1, 0, 3, 8, 6,{c5.2xlarge=5; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=11; m5zn.large=13; m5zn.xlarge=14; r5.2xlarge=2; r5.large=4; r5.xlarge=4; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=8; z1d.xlarge=6}
chipseq,exponential,0.1,40,53,MAXMIN,476.3299999999999,8, 14, 5, 0, 6, 4, 2, 0, 0, 1, 0, 10, 0, 1, 0, 5, 3, 0, 0, 9, 0, 1, 0, 6, 11, 2, 10,{c5.2xlarge=8; c5.xlarge=14; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=11; z1d.large=2; z1d.xlarge=10}
chipseq,exponential,0.1,40,53,MCT,408.19999999999993,9, 16, 8, 0, 3, 3, 3, 1, 1, 1, 0, 7, 0, 1, 0, 7, 7, 0, 0, 4, 0, 0, 0, 2, 13, 4, 8,{c5.2xlarge=9; c5.xlarge=16; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=3; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=13; z1d.large=4; z1d.xlarge=8}
chipseq,exponential,0.1,40,53,ROUNDROBIN,811.2199999999999,6, 12, 7, 0, 9, 1, 1, 4, 3, 0, 0, 6, 0, 2, 0, 1, 1, 0, 0, 7, 0, 1, 0, 10, 16, 7, 4,{c5.2xlarge=6; c5.xlarge=12; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=1; i3.2xlarge=1; i3.large=4; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=16; z1d.large=7; z1d.xlarge=4}
chipseq,exponential,0.1,40,53,STATIC,356.87999999999994,11, 18, 7, 0, 4, 4, 1, 0, 1, 2, 0, 8, 0, 1, 0, 5, 5, 0, 0, 6, 0, 1, 0, 2, 14, 3, 5,{c5.2xlarge=11; c5.xlarge=18; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=14; z1d.large=3; z1d.xlarge=5}
chipseq,exponential,0.1,40,53,NOML,334.7899999999999,12, 17, 9, 0, 3, 4, 1, 0, 0, 3, 0, 7, 0, 1, 0, 3, 2, 0, 0, 6, 0, 1, 0, 7, 8, 4, 10,{c5.2xlarge=12; c5.xlarge=17; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=7; z1d.2xlarge=8; z1d.large=4; z1d.xlarge=10}
chipseq,exponential,0.1,40,53,TEXTDISTANCE,420.45,10, 16, 6, 0, 3, 4, 1, 2, 0, 4, 0, 18, 0, 2, 0, 5, 5, 0, 0, 5, 0, 2, 0, 3, 7, 2, 3,{c5.2xlarge=10; c5.xlarge=16; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=18; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=7; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.1,40,53,CRITICALPATH,401.29999999999995,10, 7, 9, 0, 4, 4, 1, 2, 1, 1, 0, 12, 0, 2, 0, 5, 7, 0, 0, 10, 0, 0, 0, 4, 9, 2, 8,{c5.2xlarge=10; c5.xlarge=7; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=12; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=9; z1d.large=2; z1d.xlarge=8}
chipseq,exponential,0.1,40,53,CRITICALPATHREVERSE,412.09,10, 11, 10, 0, 3, 4, 0, 1, 0, 1, 0, 5, 0, 1, 0, 6, 8, 0, 0, 9, 0, 1, 0, 3, 9, 6, 10,{c5.2xlarge=10; c5.xlarge=11; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=9; z1d.large=6; z1d.xlarge=10}
chipseq,exponential,0.1,40,53,RESHIV2,347.47999999999996,10, 16, 10, 0, 4, 4, 1, 1, 1, 2, 0, 7, 0, 1, 0, 5, 6, 0, 0, 9, 0, 0, 0, 2, 9, 4, 6,{c5.2xlarge=10; c5.xlarge=16; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=9; z1d.large=4; z1d.xlarge=6}
chipseq,exponential,0.1,40,53,RESHIV3,347.47999999999996,10, 16, 10, 0, 4, 4, 1, 1, 1, 2, 0, 7, 0, 1, 0, 5, 6, 0, 0, 9, 0, 0, 0, 2, 9, 4, 6,{c5.2xlarge=10; c5.xlarge=16; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=9; z1d.large=4; z1d.xlarge=6}
chipseq,exponential,0.1,40,53,RESHIMAX,405.05999999999995,9, 16, 4, 0, 3, 3, 1, 1, 0, 1, 0, 8, 0, 1, 0, 5, 5, 0, 0, 13, 0, 0, 0, 5, 11, 4, 8,{c5.2xlarge=9; c5.xlarge=16; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=0; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=5; z1d.2xlarge=11; z1d.large=4; z1d.xlarge=8}
chipseq,exponential,0.1,40,53,RESHIFCFS,457.98999999999995,10, 11, 10, 0, 3, 3, 1, 1, 2, 1, 0, 6, 0, 1, 0, 6, 10, 0, 0, 7, 0, 0, 0, 1, 11, 6, 8,{c5.2xlarge=10; c5.xlarge=11; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=11; z1d.large=6; z1d.xlarge=8}
chipseq,exponential,0.1,40,54,MINMIN,348.4699999999999,12, 13, 10, 0, 5, 4, 3, 1, 0, 1, 0, 4, 0, 1, 0, 6, 6, 0, 0, 6, 0, 0, 0, 3, 11, 6, 6,{c5.2xlarge=12; c5.xlarge=13; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=11; z1d.large=6; z1d.xlarge=6}
chipseq,exponential,0.1,40,54,MAXMIN,336.09,15, 8, 3, 0, 5, 0, 0, 1, 1, 6, 0, 4, 0, 1, 0, 0, 15, 7, 2, 5, 8, 3, 0, 0, 2, 10, 2,{c5.2xlarge=15; c5.xlarge=8; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=7; r5.2xlarge=2; r5.large=5; r5.xlarge=8; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=10; z1d.xlarge=2}
chipseq,exponential,0.1,40,54,MCT,327.34,17, 11, 3, 0, 2, 0, 0, 2, 2, 5, 0, 4, 0, 1, 2, 0, 16, 5, 2, 2, 8, 1, 1, 0, 4, 6, 4,{c5.2xlarge=17; c5.xlarge=11; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=5; r5.2xlarge=2; r5.large=2; r5.xlarge=8; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=6; z1d.xlarge=4}
chipseq,exponential,0.1,40,54,ROUNDROBIN,543.65,11, 9, 3, 0, 2, 0, 0, 4, 0, 8, 0, 5, 0, 6, 2, 0, 20, 2, 1, 2, 8, 2, 2, 1, 1, 3, 6,{c5.2xlarge=11; c5.xlarge=9; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=20; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=8; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=6}
chipseq,exponential,0.1,40,54,STATIC,348.0,15, 10, 3, 0, 2, 0, 0, 1, 1, 8, 0, 4, 0, 2, 1, 0, 16, 7, 1, 3, 7, 1, 1, 1, 3, 10, 1,{c5.2xlarge=15; c5.xlarge=10; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=8; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=7; r5.2xlarge=1; r5.large=3; r5.xlarge=7; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=1}
chipseq,exponential,0.1,40,54,NOML,323.89,22, 11, 4, 0, 0, 0, 0, 0, 0, 10, 0, 6, 0, 1, 3, 0, 8, 5, 1, 5, 7, 2, 1, 1, 2, 7, 2,{c5.2xlarge=22; c5.xlarge=11; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=10; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=5; r5.2xlarge=1; r5.large=5; r5.xlarge=7; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=7; z1d.xlarge=2}
chipseq,exponential,0.1,40,54,TEXTDISTANCE,548.72,16, 8, 3, 0, 1, 0, 0, 1, 0, 12, 0, 10, 0, 2, 2, 0, 6, 6, 1, 3, 14, 4, 2, 1, 2, 3, 1,{c5.2xlarge=16; c5.xlarge=8; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=12; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=1; r5.large=3; r5.xlarge=14; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.1,40,54,CRITICALPATH,448.85999999999996,18, 8, 4, 0, 1, 0, 0, 2, 0, 8, 0, 6, 0, 1, 1, 0, 14, 7, 2, 6, 6, 0, 1, 1, 3, 7, 2,{c5.2xlarge=18; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=7; r5.2xlarge=2; r5.large=6; r5.xlarge=6; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=2}
chipseq,exponential,0.1,40,54,CRITICALPATHREVERSE,482.5899999999999,17, 7, 4, 0, 2, 0, 0, 1, 0, 4, 0, 2, 0, 1, 1, 0, 18, 9, 1, 6, 6, 0, 2, 0, 2, 13, 2,{c5.2xlarge=17; c5.xlarge=7; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=9; r5.2xlarge=1; r5.large=6; r5.xlarge=6; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=13; z1d.xlarge=2}
chipseq,exponential,0.1,40,54,RESHIV2,448.68999999999994,18, 9, 5, 0, 1, 0, 0, 1, 1, 4, 0, 4, 0, 1, 0, 0, 17, 6, 1, 6, 6, 0, 1, 0, 2, 13, 2,{c5.2xlarge=18; c5.xlarge=9; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=17; m5zn.xlarge=6; r5.2xlarge=1; r5.large=6; r5.xlarge=6; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=13; z1d.xlarge=2}
chipseq,exponential,0.1,40,54,RESHIV3,448.68999999999994,17, 11, 5, 0, 1, 0, 0, 1, 1, 4, 0, 4, 0, 1, 0, 0, 15, 6, 1, 6, 6, 0, 1, 0, 2, 14, 2,{c5.2xlarge=17; c5.xlarge=11; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=6; r5.2xlarge=1; r5.large=6; r5.xlarge=6; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=14; z1d.xlarge=2}
chipseq,exponential,0.1,40,54,RESHIMAX,408.46999999999997,15, 10, 5, 0, 2, 0, 0, 2, 0, 4, 0, 5, 0, 2, 0, 0, 11, 7, 1, 6, 5, 0, 1, 2, 3, 14, 3,{c5.2xlarge=15; c5.xlarge=10; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=7; r5.2xlarge=1; r5.large=6; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=14; z1d.xlarge=3}
chipseq,exponential,0.1,40,54,RESHIFCFS,409.84999999999997,17, 8, 4, 0, 1, 0, 0, 1, 0, 4, 0, 4, 0, 1, 0, 0, 24, 6, 1, 2, 4, 0, 1, 1, 2, 15, 2,{c5.2xlarge=17; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=24; m5zn.xlarge=6; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=15; z1d.xlarge=2}
chipseq,exponential,0.1,40,55,MINMIN,324.1199999999999,12, 9, 4, 0, 3, 0, 0, 2, 1, 6, 0, 1, 0, 2, 1, 0, 18, 12, 1, 2, 5, 1, 1, 0, 2, 13, 2,{c5.2xlarge=12; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=12; r5.2xlarge=1; r5.large=2; r5.xlarge=5; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=13; z1d.xlarge=2}
chipseq,exponential,0.1,40,55,MAXMIN,534.27,2, 0, 3, 9, 3, 2, 4, 2, 2, 0, 6, 9, 4, 2, 0, 13, 5, 6, 5, 4, 4, 4, 5, 4, 0, 0, 0,{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=9; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=4; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=6; m5.xlarge=9; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=5; m5zn.xlarge=6; r5.2xlarge=5; r5.large=4; r5.xlarge=4; r5a.2xlarge=4; r5a.large=5; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.1,40,55,MCT,409.09,5, 0, 5, 11, 2, 2, 1, 1, 2, 0, 5, 7, 1, 2, 0, 17, 5, 9, 3, 7, 3, 3, 2, 5, 0, 0, 0,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=11; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=5; m5.xlarge=7; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=17; m5zn.large=5; m5zn.xlarge=9; r5.2xlarge=3; r5.large=7; r5.xlarge=3; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.1,40,55,ROUNDROBIN,704.41,0, 0, 1, 12, 6, 2, 3, 1, 1, 0, 2, 20, 3, 4, 0, 13, 1, 2, 2, 5, 8, 4, 2, 6, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=12; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=20; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=5; r5.xlarge=8; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.1,40,55,STATIC,370.5199999999999,3, 0, 4, 10, 2, 3, 1, 1, 1, 0, 4, 7, 2, 1, 0, 18, 5, 9, 3, 8, 6, 4, 2, 4, 0, 0, 0,{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=10; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=7; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=18; m5zn.large=5; m5zn.xlarge=9; r5.2xlarge=3; r5.large=8; r5.xlarge=6; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.1,40,55,NOML,502.89,7, 0, 5, 10, 1, 0, 0, 0, 0, 0, 6, 12, 9, 1, 0, 10, 3, 6, 3, 6, 5, 5, 2, 7, 0, 0, 0,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=6; m5.xlarge=12; m5a.2xlarge=9; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=3; m5zn.xlarge=6; r5.2xlarge=3; r5.large=6; r5.xlarge=5; r5a.2xlarge=5; r5a.large=2; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.1,40,55,TEXTDISTANCE,507.53,5, 0, 3, 6, 1, 2, 1, 2, 2, 0, 10, 18, 6, 2, 0, 7, 2, 5, 4, 4, 7, 4, 4, 3, 0, 0, 0,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=10; m5.xlarge=18; m5a.2xlarge=6; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=2; m5zn.xlarge=5; r5.2xlarge=4; r5.large=4; r5.xlarge=7; r5a.2xlarge=4; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
