Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.15,40,0,MINMIN,354.73999999999995,0, 8, 13, 11, 7, 4, 1, 1, 0, 3, 3, 6, 1, 0, 2, 16, 0, 7, 0, 2, 4, 0, 3, 2, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=13; c5a.xlarge=11; d3.2xlarge=7; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=3; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.15,40,29,CRITICALPATHREVERSE,487.7699999999999,4, 3, 9, 10, 3, 0, 1, 1, 0, 5, 0, 7, 4, 2, 0, 9, 0, 9, 2, 4, 2, 1, 3, 2, 0, 14, 3,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=9; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,normal,0.15,40,29,RESHIV2,526.4,4, 2, 8, 10, 3, 0, 1, 1, 0, 8, 0, 9, 4, 1, 0, 7, 0, 7, 3, 8, 2, 2, 4, 1, 0, 10, 3,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=9; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=3; r5.large=8; r5.xlarge=2; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,normal,0.15,40,29,RESHIV3,525.5999999999999,4, 3, 8, 10, 3, 0, 0, 4, 0, 6, 0, 8, 4, 1, 0, 7, 0, 6, 2, 9, 2, 2, 4, 3, 0, 10, 2,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=8; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=2; r5.large=9; r5.xlarge=2; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,normal,0.15,40,29,RESHIMAX,461.2099999999999,4, 3, 7, 12, 3, 0, 2, 1, 0, 5, 0, 14, 2, 3, 0, 8, 0, 5, 1, 4, 3, 1, 6, 3, 0, 7, 4,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=7; c5a.xlarge=12; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=14; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=1; r5.large=4; r5.xlarge=3; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,normal,0.15,40,29,RESHIFCFS,501.24999999999994,4, 3, 8, 10, 3, 0, 2, 3, 0, 5, 0, 9, 0, 1, 0, 10, 0, 6, 2, 5, 2, 1, 5, 3, 0, 13, 3,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=2; r5.large=5; r5.xlarge=2; r5a.2xlarge=1; r5a.large=5; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,normal,0.15,40,30,MINMIN,404.91999999999996,11, 0, 3, 0, 4, 0, 2, 0, 5, 4, 2, 2, 0, 1, 4, 15, 12, 7, 4, 5, 5, 0, 1, 1, 0, 10, 0,{c5.2xlarge=11; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=5; m5.2xlarge=4; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=15; m5zn.large=12; m5zn.xlarge=7; r5.2xlarge=4; r5.large=5; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,MAXMIN,490.13,7, 0, 5, 0, 6, 0, 4, 0, 6, 4, 4, 2, 2, 3, 3, 15, 6, 5, 6, 4, 6, 0, 2, 1, 0, 7, 0,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=6; m5.2xlarge=4; m5.large=4; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=3; m5zn.2xlarge=15; m5zn.large=6; m5zn.xlarge=5; r5.2xlarge=6; r5.large=4; r5.xlarge=6; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,MCT,408.66999999999996,10, 0, 4, 0, 6, 0, 1, 0, 4, 3, 3, 2, 0, 1, 4, 17, 12, 4, 3, 6, 6, 0, 1, 1, 0, 10, 0,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=4; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=17; m5zn.large=12; m5zn.xlarge=4; r5.2xlarge=3; r5.large=6; r5.xlarge=6; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,ROUNDROBIN,726.8399999999999,2, 0, 2, 0, 7, 0, 10, 0, 6, 3, 3, 6, 3, 4, 12, 9, 3, 2, 7, 5, 4, 5, 0, 1, 0, 4, 0,{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=10; i3.large=0; i3.xlarge=6; m5.2xlarge=3; m5.large=3; m5.xlarge=6; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=12; m5zn.2xlarge=9; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=7; r5.large=5; r5.xlarge=4; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,STATIC,359.48,8, 0, 7, 0, 5, 0, 1, 0, 4, 4, 1, 3, 2, 3, 5, 16, 14, 4, 4, 2, 5, 0, 2, 1, 0, 7, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=4; m5.2xlarge=4; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=5; m5zn.2xlarge=16; m5zn.large=14; m5zn.xlarge=4; r5.2xlarge=4; r5.large=2; r5.xlarge=5; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,NOML,530.65,12, 0, 6, 0, 3, 0, 3, 0, 3, 4, 1, 4, 5, 1, 8, 9, 4, 3, 5, 5, 6, 2, 3, 2, 0, 9, 0,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=3; m5.2xlarge=4; m5.large=1; m5.xlarge=4; m5a.2xlarge=5; m5a.large=1; m5a.xlarge=8; m5zn.2xlarge=9; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=5; r5.large=5; r5.xlarge=6; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,CUSTOMCLUSTERNOML,584.88,8, 0, 5, 0, 8, 0, 3, 0, 7, 4, 3, 1, 2, 2, 3, 12, 8, 3, 6, 7, 5, 1, 0, 3, 0, 7, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=7; m5.2xlarge=4; m5.large=3; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=12; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=6; r5.large=7; r5.xlarge=5; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,TEXTDISTANCE,547.9799999999999,8, 0, 3, 0, 6, 0, 2, 0, 7, 8, 4, 4, 2, 2, 3, 7, 5, 5, 10, 2, 12, 2, 2, 0, 0, 4, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=7; m5.2xlarge=8; m5.large=4; m5.xlarge=4; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=7; m5zn.large=5; m5zn.xlarge=5; r5.2xlarge=10; r5.large=2; r5.xlarge=12; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,CRITICALPATH,489.67999999999995,9, 0, 4, 0, 6, 0, 6, 0, 8, 4, 1, 2, 2, 2, 5, 10, 11, 3, 5, 6, 6, 1, 2, 1, 0, 4, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=6; i3.large=0; i3.xlarge=8; m5.2xlarge=4; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=5; m5zn.2xlarge=10; m5zn.large=11; m5zn.xlarge=3; r5.2xlarge=5; r5.large=6; r5.xlarge=6; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,CRITICALPATHREVERSE,487.80999999999995,9, 0, 5, 0, 7, 0, 1, 0, 0, 4, 3, 1, 3, 1, 6, 14, 12, 5, 3, 4, 4, 2, 1, 3, 0, 10, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=6; m5zn.2xlarge=14; m5zn.large=12; m5zn.xlarge=5; r5.2xlarge=3; r5.large=4; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,RESHIV2,474.82,9, 0, 4, 0, 6, 0, 3, 0, 7, 4, 4, 3, 1, 2, 5, 11, 10, 3, 4, 8, 5, 1, 1, 1, 0, 6, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=7; m5.2xlarge=4; m5.large=4; m5.xlarge=3; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=5; m5zn.2xlarge=11; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=4; r5.large=8; r5.xlarge=5; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,RESHIV3,475.26,8, 0, 4, 0, 9, 0, 2, 0, 6, 4, 4, 3, 3, 1, 5, 10, 10, 3, 5, 8, 4, 1, 1, 3, 0, 4, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=6; m5.2xlarge=4; m5.large=4; m5.xlarge=3; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=5; m5zn.2xlarge=10; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=5; r5.large=8; r5.xlarge=4; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,RESHIMAX,486.8099999999999,8, 0, 4, 0, 9, 0, 3, 0, 6, 4, 4, 3, 2, 3, 3, 10, 8, 3, 2, 6, 9, 2, 2, 2, 0, 5, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=6; m5.2xlarge=4; m5.large=4; m5.xlarge=3; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=3; m5zn.2xlarge=10; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=2; r5.large=6; r5.xlarge=9; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.15,40,30,RESHIFCFS,486.7699999999999,9, 0, 4, 0, 9, 0, 3, 0, 5, 2, 5, 2, 1, 1, 3, 11, 13, 3, 4, 7, 4, 2, 3, 1, 0, 6, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=5; m5.2xlarge=2; m5.large=5; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=11; m5zn.large=13; m5zn.xlarge=3; r5.2xlarge=4; r5.large=7; r5.xlarge=4; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
